Text,Sentiment,Emotion
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'Λίθινη εποχή 2023',NEGATIVE,SADNESS
'Λίθινη εποχή 2023',NEGATIVE,SADNESS
'Λίθινη εποχή 2023',NEGATIVE,SADNESS
'Λίθινη εποχή 2023',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'Στα μυστήρια του γάμου και της βάπτισης όταν τα κάνεις show το Άγιο Πνεύμα δεν κατεβαίνει για να τα ευλογήσει  και ειναι αμαρτία για εξομολόγηση θανάσιμη',NEGATIVE,SADNESS
'Στα μυστήρια του γάμου και της βάπτισης όταν τα κάνεις show το Άγιο Πνεύμα δεν κατεβαίνει για να τα ευλογήσει  και ειναι αμαρτία για εξομολόγηση θανάσιμη',NEGATIVE,SADNESS
'Στα μυστήρια του γάμου και της βάπτισης όταν τα κάνεις show το Άγιο Πνεύμα δεν κατεβαίνει για να τα ευλογήσει  και ειναι αμαρτία για εξομολόγηση θανάσιμη',NEGATIVE,SADNESS
'Στα μυστήρια του γάμου και της βάπτισης όταν τα κάνεις show το Άγιο Πνεύμα δεν κατεβαίνει για να τα ευλογήσει  και ειναι αμαρτία για εξομολόγηση θανάσιμη',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'που σου κόβει τα γόνατα και δεν μπορείς να κάνεις δυο δρασκελιές και να γλυτώσεις από τον εφιάλτη που ζεις',NEGATIVE,SADNESS
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Προς το παρόν όλα καλά',POSITIVE,JOY
'Προς το παρόν όλα καλά',POSITIVE,JOY
'Προς το παρόν όλα καλά',POSITIVE,JOY
'Προς το παρόν όλα καλά',POSITIVE,JOY
'Προς το παρόν όλα καλά',POSITIVE,JOY
'Προς το παρόν όλα καλά',POSITIVE,JOY
'Προς το παρόν όλα καλά',POSITIVE,JOY
'Προς το παρόν όλα καλά',POSITIVE,JOY
'Και να είναι και τα δύο σου χέρια πάντα ελεύθερα',POSITIVE,JOY
'Και να είναι και τα δύο σου χέρια πάντα ελεύθερα',POSITIVE,JOY
'Και να είναι και τα δύο σου χέρια πάντα ελεύθερα',POSITIVE,JOY
'Και να είναι και τα δύο σου χέρια πάντα ελεύθερα',POSITIVE,JOY
'Και να είναι και τα δύο σου χέρια πάντα ελεύθερα',POSITIVE,JOY
'Και να είναι και τα δύο σου χέρια πάντα ελεύθερα',POSITIVE,JOY
'Και να είναι και τα δύο σου χέρια πάντα ελεύθερα',POSITIVE,JOY
'Και να είναι και τα δύο σου χέρια πάντα ελεύθερα',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
'Μπράβο ρε Στέφανεέχεις δίκιο',POSITIVE,JOY
